creationDate|Comment.id|Tag.id
2012-08-31T18:24:12.597+00:00|1030792151564|139
2012-08-31T18:24:12.597+00:00|1030792151564|3022
2012-08-31T18:24:12.597+00:00|1030792151564|5097
2012-08-31T18:24:12.597+00:00|1030792151564|6993
2012-08-31T18:24:12.597+00:00|1030792151564|7557
2012-08-31T18:24:12.597+00:00|1030792151564|10571
2012-09-01T02:52:25.067+00:00|1030792151567|1771
2012-09-01T02:52:25.067+00:00|1030792151567|1984
2012-09-01T02:52:25.067+00:00|1030792151567|7079
2012-09-01T02:52:25.067+00:00|1030792151567|11745
2012-09-01T03:50:42.987+00:00|1030792151569|5058
2012-09-01T03:50:42.987+00:00|1030792151569|7405
2012-09-01T09:27:39.890+00:00|1030792151572|3047
2012-09-01T09:27:39.890+00:00|1030792151572|5699
2012-09-01T09:27:39.890+00:00|1030792151572|14856
2012-09-01T09:27:39.890+00:00|1030792151572|15190
2012-08-23T20:07:21.673+00:00|1030792151576|3064
2012-08-23T20:07:21.673+00:00|1030792151576|7683
2012-08-24T01:58:15.724+00:00|1030792151578|139
2012-08-24T01:58:15.724+00:00|1030792151578|4901
2012-08-24T01:31:29.809+00:00|1030792151579|7683
2012-08-24T01:31:29.809+00:00|1030792151579|10864
2012-08-24T04:02:12.409+00:00|1030792151582|139
2012-08-24T04:02:12.409+00:00|1030792151582|4901
2012-08-24T04:02:12.409+00:00|1030792151582|9613
2012-08-24T02:43:46.463+00:00|1030792151583|12224
2012-08-24T08:55:10.479+00:00|1030792151587|2930
2012-08-24T08:55:10.479+00:00|1030792151587|4901
2012-08-24T19:31:33.183+00:00|1030792151588|7526
2012-07-02T07:16:40.537+00:00|962072674858|139
2012-07-02T07:16:40.537+00:00|962072674858|3086
2012-07-02T07:16:40.537+00:00|962072674858|3087
2012-07-02T07:16:40.537+00:00|962072674858|5542
2012-07-02T07:16:40.537+00:00|962072674858|6754
2012-07-02T09:01:05.378+00:00|962072674860|775
2012-07-02T09:01:05.378+00:00|962072674860|1170
2012-07-02T09:01:05.378+00:00|962072674860|2819
2012-07-02T09:01:05.378+00:00|962072674860|2845
2012-07-02T12:38:06.559+00:00|962072674861|139
2012-07-02T12:38:06.559+00:00|962072674861|3086
2012-07-02T12:38:06.559+00:00|962072674861|6550
2012-07-02T12:38:06.559+00:00|962072674861|6754
2012-07-02T12:38:06.559+00:00|962072674861|12410
2012-07-02T12:38:06.559+00:00|962072674861|13136
2012-07-02T10:51:22.214+00:00|962072674866|2819
2012-07-02T10:51:22.214+00:00|962072674866|7567
2012-07-02T10:51:22.214+00:00|962072674866|9293
2012-07-02T13:03:11.796+00:00|962072674867|2819
2012-07-02T13:03:11.796+00:00|962072674867|9289
2012-07-02T13:03:11.796+00:00|962072674867|13221
2012-07-02T12:41:21.337+00:00|962072674868|139
2012-07-02T12:41:21.337+00:00|962072674868|5289
2012-07-02T12:41:21.337+00:00|962072674868|6754
2012-07-02T12:41:21.337+00:00|962072674868|7510
2012-07-02T12:41:21.337+00:00|962072674868|12410
2012-07-02T12:41:21.337+00:00|962072674868|13136
2012-07-02T12:41:21.337+00:00|962072674868|13816
2012-07-02T10:51:35.445+00:00|962072674870|2893
2012-07-02T10:51:35.445+00:00|962072674870|5076
2012-07-17T13:12:12.393+00:00|1030792152545|461
2012-07-17T13:12:12.393+00:00|1030792152545|9302
2012-07-17T08:01:45.397+00:00|1030792152547|7555
2012-07-17T14:30:55.882+00:00|1030792152549|461
2012-07-17T14:30:55.882+00:00|1030792152549|15377
2011-10-17T01:24:58.082+00:00|687194768873|1410
2011-10-17T01:24:58.082+00:00|687194768873|2880
2011-10-17T01:24:58.082+00:00|687194768873|2896
2011-10-17T01:24:58.082+00:00|687194768873|2963
2011-10-17T01:24:58.082+00:00|687194768873|2997
2011-10-17T01:24:58.082+00:00|687194768873|5147
2011-10-17T01:24:58.082+00:00|687194768873|5291
2011-10-17T01:24:58.082+00:00|687194768873|6399
2011-10-17T01:24:58.082+00:00|687194768873|9147
2011-10-17T01:24:58.082+00:00|687194768873|9709
2011-10-16T09:09:27.922+00:00|687194768874|1194
2011-10-16T09:09:27.922+00:00|687194768874|2896
2011-10-16T09:09:27.922+00:00|687194768874|5147
2011-10-16T09:09:27.922+00:00|687194768874|7020
2011-10-16T09:09:27.922+00:00|687194768874|9742
2011-10-16T09:09:27.922+00:00|687194768874|13322
2011-10-16T22:31:30.894+00:00|687194768875|1410
2011-10-16T22:31:30.894+00:00|687194768875|2896
2011-10-16T22:31:30.894+00:00|687194768875|2898
2011-10-16T22:31:30.894+00:00|687194768875|3009
2011-10-16T22:31:30.894+00:00|687194768875|3066
2011-10-16T22:31:30.894+00:00|687194768875|4849
2011-10-16T22:31:30.894+00:00|687194768875|5147
2011-10-16T22:31:30.894+00:00|687194768875|5291
2011-10-16T22:31:30.894+00:00|687194768875|6399
2011-10-16T22:31:30.894+00:00|687194768875|9306
2011-10-16T11:10:52.560+00:00|687194768880|561
2011-10-16T11:10:52.560+00:00|687194768880|1410
2011-10-16T11:10:52.560+00:00|687194768880|2896
2011-10-16T11:10:52.560+00:00|687194768880|10133
2011-10-16T11:10:52.560+00:00|687194768880|11331
2011-10-16T11:10:52.560+00:00|687194768880|11774
2011-10-17T07:53:03.867+00:00|687194768882|1410
2011-10-17T07:53:03.867+00:00|687194768882|2896
2011-10-17T07:53:03.867+00:00|687194768882|6406
2011-10-17T07:53:03.867+00:00|687194768882|7365
2011-10-17T07:53:03.867+00:00|687194768882|9844
2011-10-17T07:53:03.867+00:00|687194768882|11331
2011-10-17T07:53:03.867+00:00|687194768882|11774
2012-07-08T23:10:04.531+00:00|962072675839|3029
2012-07-08T23:10:04.531+00:00|962072675839|13535
2012-07-08T23:30:16.541+00:00|962072675844|3029
2012-07-08T23:30:16.541+00:00|962072675844|10874
2012-07-08T23:30:16.541+00:00|962072675844|13535
2012-08-28T13:00:34.388+00:00|1030792152582|132
2012-08-28T13:00:34.388+00:00|1030792152582|806
2012-08-28T13:00:34.388+00:00|1030792152582|7519
2012-08-28T13:00:34.388+00:00|1030792152582|9121
2012-08-28T16:44:21.457+00:00|1030792152585|806
2012-08-28T16:44:21.457+00:00|1030792152585|2843
2012-08-28T16:44:21.457+00:00|1030792152585|5066
2012-08-29T08:09:45.050+00:00|1030792152586|571
2012-08-29T08:09:45.050+00:00|1030792152586|806
2012-08-29T08:09:45.050+00:00|1030792152586|812
2012-08-29T08:09:45.050+00:00|1030792152586|9121
2012-08-28T21:05:19.493+00:00|1030792152589|1684
2012-08-28T21:05:19.493+00:00|1030792152589|2843
2012-08-28T21:05:19.493+00:00|1030792152589|9036
2012-06-13T09:25:02.269+00:00|962072675858|595
2012-06-13T09:25:02.269+00:00|962072675858|1749
2012-06-13T09:25:02.269+00:00|962072675858|3092
2012-06-13T09:25:02.269+00:00|962072675858|5163
2012-06-13T13:55:21.067+00:00|962072675861|595
2012-06-13T13:55:21.067+00:00|962072675861|1749
2012-06-13T13:55:21.067+00:00|962072675861|2073
2012-06-13T13:55:21.067+00:00|962072675861|3092
2012-06-13T13:55:21.067+00:00|962072675861|5163
2012-06-13T13:55:21.067+00:00|962072675861|12249
2012-06-13T14:21:23.379+00:00|962072675864|1749
2012-06-13T14:21:23.379+00:00|962072675864|2065
2012-06-13T14:21:23.379+00:00|962072675864|2073
2012-06-13T14:21:23.379+00:00|962072675864|9104
2012-06-13T14:21:23.379+00:00|962072675864|11679
